id,name_en,name_ar,facility_type,latitude,longitude,city_id,region_id,region_name_en,google_rating,google_reviews_count,is_saff_accredited
765,جو اند جو جول,جو اند جو جول,football_venue,26.3099318,50.1704415,dhahran,eastern_region,Eastern Region,4.7,929.0,False
766,ملعب حي الفنين,ملعب حي الفنين,outdoor_pitch,26.2900941,50.1434761,dhahran,eastern_region,Eastern Region,4.5,6.0,False
767,Rub Khali Soccer Field,Rub Khali Soccer Field,outdoor_pitch,26.28314,50.12014,dhahran,eastern_region,Eastern Region,,,False
768,Outdoor court | الملعب الخارجي,Outdoor court | الملعب الخارجي,outdoor_pitch,26.3017861,50.1539672,dhahran,eastern_region,Eastern Region,,,False
769,R Section Soccer Fields,R Section Soccer Fields,outdoor_pitch,26.3032164,50.107277,dhahran,eastern_region,Eastern Region,,,False
770,Football Ground,Football Ground,stadium,26.3097751,50.1475574,dhahran,eastern_region,Eastern Region,3.7,20.0,False
771,Saudi Aramco Youth Soccer,Saudi Aramco Youth Soccer,football_venue,26.3033391,50.1282807,dhahran,eastern_region,Eastern Region,5.0,3.0,False
772,Soccer Field,Soccer Field,outdoor_pitch,26.3475078,50.1265302,dhahran,eastern_region,Eastern Region,3.4,5.0,False
773,حديقة العائلات,حديقة العائلات,football_venue,26.3295654,50.1604153,dhahran,eastern_region,Eastern Region,4.1,280.0,False
774,تلال الظهران,تلال الظهران,football_venue,26.2923308,50.1073464,dhahran,eastern_region,Eastern Region,4.5,128.0,False
775,Basketball court at Shabab park,Basketball court at Shabab park,football_venue,26.3296199,50.1608565,dhahran,eastern_region,Eastern Region,4.8,11.0,False
776,منتزة السليمانيه,منتزة السليمانيه,football_venue,26.3161621,50.1706998,dhahran,eastern_region,Eastern Region,4.2,425.0,False
777,ملعب,ملعب,outdoor_pitch,26.2988203,50.1029265,dhahran,eastern_region,Eastern Region,4.5,24.0,False
778,كانيون رود باديل كورت,كانيون رود باديل كورت,football_venue,26.2920919,50.1338335,dhahran,eastern_region,Eastern Region,4.9,12.0,False
779,Jebel Heights Padel Courts,Jebel Heights Padel Courts,football_venue,26.2826889,50.1064995,dhahran,eastern_region,Eastern Region,4.7,11.0,False
780,مركز ترفيه المنيرة,مركز ترفيه المنيرة,sports_complex,26.3168741,50.1290876,dhahran,eastern_region,Eastern Region,4.3,82.0,False
781,مركز المدرا الترفيهي,مركز المدرا الترفيهي,sports_complex,26.3233897,50.1121075,dhahran,eastern_region,Eastern Region,4.6,449.0,False
782,ملعب الأبطال,ملعب الأبطال,outdoor_pitch,25.3751845,49.5798941,al_ahsa,eastern_region,Eastern Region,4.3,158.0,False
783,ملاعب أولمبيا سعودي الأحساء +اكاديميات,ملاعب أولمبيا سعودي الأحساء +اكاديميات,football_venue,25.4112303,49.6136984,al_ahsa,eastern_region,Eastern Region,4.1,268.0,False
784,درة الملاعب الاحساء,درة الملاعب الاحساء,football_venue,25.4010083,49.6361792,al_ahsa,eastern_region,Eastern Region,4.0,148.0,False
785,ملاعب سباير,ملاعب سباير,football_venue,25.4365832,49.6013229,al_ahsa,eastern_region,Eastern Region,4.3,363.0,False
786,ملعب درة الأحساء بقرية الفضول,ملعب درة الأحساء بقرية الفضول,outdoor_pitch,25.3702609,49.6967612,al_ahsa,eastern_region,Eastern Region,4.0,140.0,False
787,ملاعب سفاري,ملاعب سفاري,football_venue,25.3908806,49.7063484,al_ahsa,eastern_region,Eastern Region,4.1,112.0,False
788,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,25.3643403,49.6005071,al_ahsa,eastern_region,Eastern Region,4.7,6.0,False
789,ملعب كرة قدم الكلية التقنية بالاحساء,ملعب كرة قدم الكلية التقنية بالاحساء,outdoor_pitch,25.4807523,49.5412065,al_ahsa,eastern_region,Eastern Region,3.5,64.0,False
790,ملاعب صدى الملاعب,ملاعب صدى الملاعب,football_venue,25.4366864,49.6020108,al_ahsa,eastern_region,Eastern Region,4.2,291.0,False
791,ملعب الرسالة العشبي,ملعب الرسالة العشبي,outdoor_pitch,25.404612,49.637796,al_ahsa,eastern_region,Eastern Region,4.1,222.0,False
792,ملعب الذئاب,ملعب الذئاب,outdoor_pitch,25.3260558,49.651972,al_ahsa,eastern_region,Eastern Region,4.9,17.0,False
793,Alrayiah Soccer Field ملعب الراية,Alrayiah Soccer Field ملعب الراية,outdoor_pitch,25.3704165,49.6297458,al_ahsa,eastern_region,Eastern Region,3.7,156.0,False
794,ملاعب فريق الاحرار بالفضول,ملاعب فريق الاحرار بالفضول,football_venue,25.3726526,49.6740748,al_ahsa,eastern_region,Eastern Region,4.1,48.0,False
795,ملاعب التحدي,ملاعب التحدي,football_venue,25.4590156,49.5957503,al_ahsa,eastern_region,Eastern Region,4.2,407.0,False
796,ملعب جامعة الملك فيصل,ملعب جامعة الملك فيصل,outdoor_pitch,25.3460347,49.5923334,al_ahsa,eastern_region,Eastern Region,4.0,62.0,False
797,ملعب الدرة,ملعب الدرة,outdoor_pitch,25.3746235,49.6318209,al_ahsa,eastern_region,Eastern Region,3.8,148.0,False
798,ملعب اليورو,ملعب اليورو,outdoor_pitch,25.3286705,49.553834,al_ahsa,eastern_region,Eastern Region,3.3,137.0,False
799,ملعب المحترف,ملعب المحترف,outdoor_pitch,25.3235064,49.6404733,al_ahsa,eastern_region,Eastern Region,4.1,255.0,False
800,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,25.3497421,49.5824981,al_ahsa,eastern_region,Eastern Region,4.3,8.0,False
801,اكاديمية مواهب الاحساء,اكاديمية مواهب الاحساء,football_venue,25.4006257,49.6350889,al_ahsa,eastern_region,Eastern Region,4.2,37.0,False
802,ملعب حديقة قصر محيرس الأثري,ملعب حديقة قصر محيرس الأثري,stadium,25.4475197,49.5826338,al_ahsa,eastern_region,Eastern Region,3.4,5.0,False
803,ملعب الجوهرة الحمراء,ملعب الجوهرة الحمراء,stadium,25.3236916,49.6400468,al_ahsa,eastern_region,Eastern Region,3.0,13.0,False
804,استاد الأمير عبدالله بن جلوي,استاد الأمير عبدالله بن جلوي,stadium,25.3059026,49.6128057,al_ahsa,eastern_region,Eastern Region,4.2,686.0,False
805,ملعب استاد جامعة الملك فيصل,ملعب استاد جامعة الملك فيصل,stadium,25.3304318,49.5985129,al_ahsa,eastern_region,Eastern Region,4.3,133.0,False
806,اكاديمية ليو,اكاديمية ليو,football_venue,25.4010334,49.6361765,al_ahsa,eastern_region,Eastern Region,4.9,18.0,False
807,اكاديمية ليو,اكاديمية ليو,football_venue,25.411148,49.6137562,al_ahsa,eastern_region,Eastern Region,4.3,6.0,False
808,اكاديمية نادي القادسية بمحافظة الاحساء,اكاديمية نادي القادسية بمحافظة الاحساء,football_club,25.3641764,49.6005269,al_ahsa,eastern_region,Eastern Region,5.0,10.0,False
809,اكاديمية حلم الرياضية,اكاديمية حلم الرياضية,football_venue,25.3236062,49.6403979,al_ahsa,eastern_region,Eastern Region,5.0,8.0,False
810,ملعب فريق الصقور الرياضي,ملعب فريق الصقور الرياضي,outdoor_pitch,25.3529375,49.6329375,al_ahsa,eastern_region,Eastern Region,4.3,14.0,False
811,Al-Adalah F.C.,Al-Adalah F.C.,football_venue,25.4383562,49.6633805,al_ahsa,eastern_region,Eastern Region,4.2,436.0,False
812,Apex Sports,Apex Sports,football_venue,25.3305587,49.5993744,al_ahsa,eastern_region,Eastern Region,4.2,520.0,False
813,ملعب نادي معن,ملعب نادي معن,football_club,25.385581,49.638868,al_ahsa,eastern_region,Eastern Region,4.1,60.0,False
814,المعلمين لكرة القدم,المعلمين لكرة القدم,football_venue,25.3721762,49.5642466,al_ahsa,eastern_region,Eastern Region,3.4,13.0,False
815,اكاديمية تيكي تاكا لكرة القدم,اكاديمية تيكي تاكا لكرة القدم,football_venue,25.469623,49.5604301,al_ahsa,eastern_region,Eastern Region,5.0,6.0,False
816,نادي الجيل الرياضي,نادي الجيل الرياضي,football_club,25.3468577,49.6248081,al_ahsa,eastern_region,Eastern Region,3.9,252.0,False
817,استاد نادي هجر,استاد نادي هجر,stadium,25.3087528,49.6190716,al_ahsa,eastern_region,Eastern Region,4.1,379.0,False
818,مدارس أكاديمية الكفاح الأهلية,مدارس أكاديمية الكفاح الأهلية,football_academy,25.3863002,49.5754422,al_ahsa,eastern_region,Eastern Region,,,False
819,فريق الأنوار الرياضي بالأحساء,فريق الأنوار الرياضي بالأحساء,football_venue,25.361508,49.575402,al_ahsa,eastern_region,Eastern Region,3.9,7.0,False
820,مركز التفاح الاخضر الرياضي فرع المبرز,مركز التفاح الاخضر الرياضي فرع المبرز,sports_complex,25.3929587,49.5741806,al_ahsa,eastern_region,Eastern Region,4.3,413.0,False
821,فريق الإزدهار,فريق الإزدهار,football_venue,25.3980874,49.5872631,al_ahsa,eastern_region,Eastern Region,4.6,9.0,False
822,فريق نجمه محاسن الرياضي,فريق نجمه محاسن الرياضي,football_venue,25.4058467,49.5725267,al_ahsa,eastern_region,Eastern Region,4.3,6.0,False
823,ملعب GOOOOOL طائره وقدم,ملعب GOOOOOL طائره وقدم,outdoor_pitch,25.3902687,49.6380447,al_ahsa,eastern_region,Eastern Region,3.9,41.0,False
824,ملعب الريمونتادا الرياضي بالاحساء,ملعب الريمونتادا الرياضي بالاحساء,outdoor_pitch,25.3235008,49.6496413,al_ahsa,eastern_region,Eastern Region,4.4,194.0,False
825,ملاعب درة الشرق بالقارة,ملاعب درة الشرق بالقارة,football_venue,25.4183011,49.6717341,al_ahsa,eastern_region,Eastern Region,3.9,154.0,False
826,مدينة الأمير عبدالله بن جلوي الرياضية,مدينة الأمير عبدالله بن جلوي الرياضية,football_venue,25.3043656,49.6108109,al_ahsa,eastern_region,Eastern Region,4.2,366.0,False
827,صالة القوة الرياضية,صالة القوة الرياضية,indoor_pitch,25.3537658,49.6105875,al_ahsa,eastern_region,Eastern Region,4.0,548.0,False
828,ملعب الكلاسيكو,ملعب الكلاسيكو,outdoor_pitch,25.47246,49.5601536,al_ahsa,eastern_region,Eastern Region,3.9,102.0,False
829,ملعب واسط,ملعب واسط,stadium,25.4276309,49.7110029,al_ahsa,eastern_region,Eastern Region,5.0,33.0,False
830,حديقة ام سبعة,حديقة ام سبعة,football_venue,25.352363,49.5464774,al_ahsa,eastern_region,Eastern Region,4.0,592.0,False
831,بادل يولاند,بادل يولاند,stadium,25.3718105,49.6948981,al_ahsa,eastern_region,Eastern Region,4.8,19.0,False
832,نادي الفتح الرياضي,نادي الفتح الرياضي,football_club,25.4286866,49.5805589,al_ahsa,eastern_region,Eastern Region,4.3,1448.0,False
833,ملعب الأبطال الرياضي,ملعب الأبطال الرياضي,outdoor_pitch,25.4935928,49.616012,al_ahsa,eastern_region,Eastern Region,4.2,97.0,False
1560,Hail Stadium,Hail Stadium,stadium,27.5036899,41.6965953,hail,hail_region,Hail,4.0,42.0,False
834,نادي القارة الرياضي,نادي القارة الرياضي,football_club,25.4269906,49.6776458,al_ahsa,eastern_region,Eastern Region,4.1,178.0,False
835,KYOO PARK | كيو بارك,KYOO PARK | كيو بارك,football_venue,25.3894546,49.580429,al_ahsa,eastern_region,Eastern Region,4.5,394.0,False
836,Wembley Al Hofuf Football Pitch,Wembley Al Hofuf Football Pitch,outdoor_pitch,25.300998,49.6259724,al_ahsa,eastern_region,Eastern Region,3.4,9.0,False
837,نادي الروضة الرياضي,نادي الروضة الرياضي,football_club,25.3855178,49.7556247,al_ahsa,eastern_region,Eastern Region,4.3,273.0,False
838,ملعب:نادي السالمية الرياضي لكرة القدم,ملعب:نادي السالمية الرياضي لكرة القدم,football_club,25.3274935,49.5938991,al_ahsa,eastern_region,Eastern Region,3.8,5.0,False
839,اللياقة القصوى,اللياقة القصوى,football_venue,25.3663138,49.6103341,al_ahsa,eastern_region,Eastern Region,3.8,219.0,False
840,Black Padel بلاك بادل,Black Padel بلاك بادل,football_venue,25.397947,49.6206377,al_ahsa,eastern_region,Eastern Region,4.9,32.0,False
841,Ghazalah-Women's gym نادي غزالة النسائي,Ghazalah-Women's gym نادي غزالة النسائي,football_club,25.373773,49.554305,al_ahsa,eastern_region,Eastern Region,4.3,62.0,False
842,نادي كلاس فت,نادي كلاس فت,football_club,25.3527667,49.6223577,al_ahsa,eastern_region,Eastern Region,4.0,223.0,False
843,اديداس,اديداس,football_venue,25.4022101,49.5784937,al_ahsa,eastern_region,Eastern Region,3.7,122.0,False
844,THE PADEL CLUB,THE PADEL CLUB,football_club,25.3765342,49.5665875,al_ahsa,eastern_region,Eastern Region,4.6,87.0,False
845,بالم بادل الاحساء Palm Padel Alhasa,بالم بادل الاحساء Palm Padel Alhasa,football_venue,25.3867778,49.6309248,al_ahsa,eastern_region,Eastern Region,4.4,47.0,False
846,Padel Block بادل بلوك,Padel Block بادل بلوك,football_venue,25.3854193,49.5787489,al_ahsa,eastern_region,Eastern Region,4.7,278.0,False
847,بادل سنتر | Padel Center,بادل سنتر | Padel Center,football_venue,25.397701,49.621815,al_ahsa,eastern_region,Eastern Region,4.8,95.0,False
848,Padel Bull ملاعب بادل بول,Padel Bull ملاعب بادل بول,football_venue,25.4275322,49.5956441,al_ahsa,eastern_region,Eastern Region,4.7,100.0,False
849,بادل برو الأحساء ، Padel Pro hasa,بادل برو الأحساء ، Padel Pro hasa,football_venue,25.3672757,49.6827622,al_ahsa,eastern_region,Eastern Region,4.8,66.0,False
850,Padel one (al-hasa) - بادل ون (الاحساء),Padel one (al-hasa) - بادل ون (الاحساء),football_venue,25.4613912,49.6054944,al_ahsa,eastern_region,Eastern Region,4.8,47.0,False
851,بادل سكاي Padel Sky,بادل سكاي Padel Sky,football_venue,25.4008125,49.6573125,al_ahsa,eastern_region,Eastern Region,4.6,42.0,False
852,بادل سول Padel soul,بادل سول Padel soul,football_venue,25.3312534,49.6598591,al_ahsa,eastern_region,Eastern Region,4.7,220.0,False
853,4P ملاعب فور بي,4P ملاعب فور بي,football_venue,25.302386,49.6261564,al_ahsa,eastern_region,Eastern Region,4.6,63.0,False
854,Padel roof | بادل روف,Padel roof | بادل روف,football_venue,25.4478125,49.5483125,al_ahsa,eastern_region,Eastern Region,3.3,46.0,False
855,PADEL cave,PADEL cave,football_venue,25.4506575,49.5797735,al_ahsa,eastern_region,Eastern Region,4.8,71.0,False
856,بادل شو - Padel Show,بادل شو - Padel Show,football_venue,25.2976548,49.5501838,al_ahsa,eastern_region,Eastern Region,4.8,81.0,False
857,IN-ON Padel | ان اون بادل,IN-ON Padel | ان اون بادل,football_venue,25.3186924,49.6579026,al_ahsa,eastern_region,Eastern Region,4.7,70.0,False
858,Opadel اوبادل,Opadel اوبادل,football_venue,25.3166468,49.6470015,al_ahsa,eastern_region,Eastern Region,4.6,35.0,False
859,GRIP PADEL,GRIP PADEL,football_venue,25.3413598,49.5355953,al_ahsa,eastern_region,Eastern Region,4.6,43.0,False
860,ايليت بادل Elite Padel,ايليت بادل Elite Padel,football_venue,25.3961131,49.6967713,al_ahsa,eastern_region,Eastern Region,5.0,24.0,False
861,اكاديمية ستارز,اكاديمية ستارز,football_venue,26.5474035,50.0139378,qatif,eastern_region,Eastern Region,4.5,177.0,False
862,ملاعب سوكر,ملاعب سوكر,football_venue,26.545731,50.0148776,qatif,eastern_region,Eastern Region,4.3,220.0,False
863,ملعب الميادين,ملعب الميادين,outdoor_pitch,26.5595649,49.988547,qatif,eastern_region,Eastern Region,4.2,218.0,False
864,ملاعب ستارز,ملاعب ستارز,football_venue,26.5473954,50.0138922,qatif,eastern_region,Eastern Region,4.4,413.0,False
865,ملاعب نادي الترجي الرديفة- مدرسة البراعم لكرة القدم.,ملاعب نادي الترجي الرديفة- مدرسة البراعم لكرة القدم.,football_club,26.5645186,49.9999966,qatif,eastern_region,Eastern Region,4.1,30.0,False
866,الملعب الأولمبي,الملعب الأولمبي,outdoor_pitch,26.5491908,49.9732889,qatif,eastern_region,Eastern Region,4.1,213.0,False
867,ملعب الكرة المطورة,ملعب الكرة المطورة,outdoor_pitch,26.5381125,49.9947344,qatif,eastern_region,Eastern Region,4.2,60.0,False
868,ملعب كرة القدم لنادي الخويلدية,ملعب كرة القدم لنادي الخويلدية,football_club,26.5457038,49.9954939,qatif,eastern_region,Eastern Region,4.9,10.0,False
869,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,26.5507462,50.0214078,qatif,eastern_region,Eastern Region,3.7,9.0,False
870,Spike sport center | مركز سبايك الرياضي,Spike sport center | مركز سبايك الرياضي,sports_complex,26.565088,50.0492634,qatif,eastern_region,Eastern Region,4.8,36.0,False
871,ملعب النخبة,ملعب النخبة,outdoor_pitch,26.5721818,49.9817435,qatif,eastern_region,Eastern Region,4.2,75.0,False
872,ملعب الأمير,ملعب الأمير,outdoor_pitch,26.5652022,50.0644213,qatif,eastern_region,Eastern Region,4.9,27.0,False
873,ملعب الفرسان Al Fursan Soccer Field,ملعب الفرسان Al Fursan Soccer Field,outdoor_pitch,26.5713102,50.0583726,qatif,eastern_region,Eastern Region,3.8,114.0,False
874,صدى الملاعب,صدى الملاعب,football_venue,26.5535924,49.9584131,qatif,eastern_region,Eastern Region,3.6,71.0,False
875,ملعب قول أرينا,ملعب قول أرينا,outdoor_pitch,26.5277162,49.9906515,qatif,eastern_region,Eastern Region,4.1,114.0,False
876,ملاعب نادي السلام السعودي,ملاعب نادي السلام السعودي,football_club,26.5919375,49.975147,qatif,eastern_region,Eastern Region,4.3,127.0,False
877,ملاعب الراية لكرة القدم,ملاعب الراية لكرة القدم,football_venue,26.4997726,50.0112801,qatif,eastern_region,Eastern Region,4.1,456.0,False
878,ملاعب نادي مضر الرياضي بالقديح,ملاعب نادي مضر الرياضي بالقديح,football_club,26.575066,49.9897584,qatif,eastern_region,Eastern Region,4.2,243.0,False
879,ملعب المنيرة الرياضي لكرة القدم,ملعب المنيرة الرياضي لكرة القدم,outdoor_pitch,26.5742669,50.026943,qatif,eastern_region,Eastern Region,4.1,22.0,False
880,ملعب كرة القدم نادي النور,ملعب كرة القدم نادي النور,stadium,26.579383,50.0817877,qatif,eastern_region,Eastern Region,3.9,107.0,False
881,اكاديمية M7 لكرة القدم,اكاديمية M7 لكرة القدم,football_venue,26.5652816,50.0644042,qatif,eastern_region,Eastern Region,5.0,15.0,False
882,أكاديمية اللاعب الموهوب,أكاديمية اللاعب الموهوب,football_academy,26.5462098,50.0150539,qatif,eastern_region,Eastern Region,5.0,2.0,False
883,نادي وأكاديمية أوروم الرياضي,نادي وأكاديمية أوروم الرياضي,football_academy,26.5062286,50.0186166,qatif,eastern_region,Eastern Region,4.9,26.0,False
884,الترا بادل UPA,الترا بادل UPA,football_venue,26.5455724,50.0175492,qatif,eastern_region,Eastern Region,4.1,135.0,False
885,اكاديمية الولاء الرياضية,اكاديمية الولاء الرياضية,football_venue,26.4995355,50.0111887,qatif,eastern_region,Eastern Region,,,False
886,أكاديمية موهوب لكرة القدم,أكاديمية موهوب لكرة القدم,football_academy,26.501947,50.0145007,qatif,eastern_region,Eastern Region,,,False
887,نادي الأزهر الرياضي بحلة محيش,نادي الأزهر الرياضي بحلة محيش,football_club,26.5375375,49.9948594,qatif,eastern_region,Eastern Region,4.1,115.0,False
888,نادي البحاري الرياضي,نادي البحاري الرياضي,football_club,26.5684721,49.9961915,qatif,eastern_region,Eastern Region,3.7,84.0,False
889,نادي الإبتسام,نادي الإبتسام,football_club,26.51846,50.0020301,qatif,eastern_region,Eastern Region,4.1,298.0,False
890,نادي المحيط السعودي,نادي المحيط السعودي,football_club,26.5376474,49.9815488,qatif,eastern_region,Eastern Region,4.4,383.0,False
891,نادي الترجي السعودي بالجش,نادي الترجي السعودي بالجش,football_club,26.5047368,49.9796981,qatif,eastern_region,Eastern Region,4.3,95.0,False
892,ملعب نادي الترجي - وسط القطيف,ملعب نادي الترجي - وسط القطيف,football_club,26.565164,50.0016992,qatif,eastern_region,Eastern Region,4.3,86.0,False
893,ملاعب اتش اس سبورت HS Sport,ملاعب اتش اس سبورت HS Sport,football_venue,26.5734275,50.0726921,qatif,eastern_region,Eastern Region,4.7,67.0,False
894,The REC Sports center | مركز ذا ريك الرياضي,The REC Sports center | مركز ذا ريك الرياضي,sports_complex,26.5641069,49.9807429,qatif,eastern_region,Eastern Region,4.7,172.0,False
895,نادي التوبي,نادي التوبي,football_club,26.5565857,49.9971812,qatif,eastern_region,Eastern Region,4.6,79.0,False
896,أكاديمية إس الرياضية | S Sport Academy - حي الشاطئ,أكاديمية إس الرياضية | S Sport Academy - حي الشاطئ,football_academy,26.5677109,50.0406014,qatif,eastern_region,Eastern Region,4.9,28.0,False
897,ملعب سباير ٢ & ٣,ملعب سباير ٢ & ٣,outdoor_pitch,26.5203227,50.0110068,qatif,eastern_region,Eastern Region,4.0,127.0,False
898,ملعب القوة العاشرة,ملعب القوة العاشرة,outdoor_pitch,26.5764849,49.9785088,qatif,eastern_region,Eastern Region,3.7,54.0,False
899,مدينة الأمير نايف الرياضية,مدينة الأمير نايف الرياضية,football_venue,26.5070625,49.9781875,qatif,eastern_region,Eastern Region,4.4,909.0,False
900,ملعب جمعية دارين,ملعب جمعية دارين,outdoor_pitch,26.5468854,50.0744452,qatif,eastern_region,Eastern Region,3.9,18.0,False
901,الملعب الأخضر,الملعب الأخضر,outdoor_pitch,26.655202,49.9623884,qatif,eastern_region,Eastern Region,3.5,24.0,False
902,منتزة الرامس - القطيف,منتزة الرامس - القطيف,football_venue,26.593811,49.9958269,qatif,eastern_region,Eastern Region,4.5,434.0,False
903,power football club,power football club,football_club,26.5716866,50.0265864,qatif,eastern_region,Eastern Region,5.0,1.0,False
904,العالم الرياضي,العالم الرياضي,football_venue,26.5326204,50.0277944,qatif,eastern_region,Eastern Region,4.9,550.0,False
905,منشاة نادي الترجي الرياضي بالقطيف,منشاة نادي الترجي الرياضي بالقطيف,football_club,26.5046741,49.9797661,qatif,eastern_region,Eastern Region,4.2,94.0,False
906,أرض الملعب للملابس الرياضيه - سبورت لاند للملابس الرياضيه,أرض الملعب للملابس الرياضيه - سبورت لاند للملابس الرياضيه,outdoor_pitch,26.5640054,50.0361134,qatif,eastern_region,Eastern Region,4.4,68.0,False
907,نادي الساحل السعودي,نادي الساحل السعودي,football_club,26.5173169,50.0285813,qatif,eastern_region,Eastern Region,4.3,37.0,False
908,Fifa Sportwear,Fifa Sportwear,football_venue,26.5683496,50.0096729,qatif,eastern_region,Eastern Region,4.2,20.0,False
909,وايلد بادل,وايلد بادل,football_venue,26.5357472,50.0251763,qatif,eastern_region,Eastern Region,4.9,168.0,False
910,P4 - Padel & More,P4 - Padel & More,football_venue,26.5406751,50.0074975,qatif,eastern_region,Eastern Region,4.2,117.0,False
911,ذا ريك بادل,ذا ريك بادل,football_venue,26.5832616,50.0090718,qatif,eastern_region,Eastern Region,4.6,98.0,False
912,G Padel - جي بادل,G Padel - جي بادل,football_venue,26.5848084,50.0512204,qatif,eastern_region,Eastern Region,4.8,70.0,False
913,Padelset | بادل ست,Padelset | بادل ست,football_venue,26.5785042,50.0113509,qatif,eastern_region,Eastern Region,4.8,45.0,False
914,Padel palm بالم بادل,Padel palm بالم بادل,football_venue,26.5170737,50.0042698,qatif,eastern_region,Eastern Region,4.3,46.0,False
915,ملعب برشلونة,ملعب برشلونة,outdoor_pitch,28.4341749,45.9327403,hafar_al_batin,eastern_region,Eastern Region,4.6,48.0,False
916,ملعب فيفا,ملعب فيفا,outdoor_pitch,28.434803,45.9320173,hafar_al_batin,eastern_region,Eastern Region,4.0,89.0,False
917,ملعب راكان الحربي,ملعب راكان الحربي,outdoor_pitch,28.4368809,45.9280698,hafar_al_batin,eastern_region,Eastern Region,4.9,32.0,False
918,ملعب العزيزيه,ملعب العزيزيه,outdoor_pitch,28.3777487,46.0005778,hafar_al_batin,eastern_region,Eastern Region,4.1,105.0,False
919,اكاديمية فيصل الدخيل الرياضية,اكاديمية فيصل الدخيل الرياضية,football_venue,28.4349682,45.9325535,hafar_al_batin,eastern_region,Eastern Region,4.0,95.0,False
920,ملعب خربوش,ملعب خربوش,outdoor_pitch,28.4112648,45.9537258,hafar_al_batin,eastern_region,Eastern Region,4.2,60.0,False
921,ملعب المحمدية,ملعب المحمدية,outdoor_pitch,28.3722739,45.9898877,hafar_al_batin,eastern_region,Eastern Region,3.8,71.0,False
922,ملعب السلام,ملعب السلام,outdoor_pitch,28.4113831,45.9534907,hafar_al_batin,eastern_region,Eastern Region,4.4,23.0,False
923,ملعب الشرق,ملعب الشرق,outdoor_pitch,28.4342218,45.9864482,hafar_al_batin,eastern_region,Eastern Region,4.5,11.0,False
924,ملعب دوري الابطال,ملعب دوري الابطال,outdoor_pitch,28.434106,45.9327187,hafar_al_batin,eastern_region,Eastern Region,4.1,57.0,False
925,ملعب فريق الأمجاد لكرة القدم .,ملعب فريق الأمجاد لكرة القدم .,outdoor_pitch,28.4614105,45.9784295,hafar_al_batin,eastern_region,Eastern Region,3.5,8.0,False
926,ملعب المونديال,ملعب المونديال,outdoor_pitch,28.4097735,45.9352906,hafar_al_batin,eastern_region,Eastern Region,4.2,23.0,False
927,أكاديمية حفر الباطن,أكاديمية حفر الباطن,football_academy,28.4101115,45.9361513,hafar_al_batin,eastern_region,Eastern Region,4.4,11.0,False
928,مجمع الهدف الرياضي,مجمع الهدف الرياضي,sports_complex,28.4099414,45.9364135,hafar_al_batin,eastern_region,Eastern Region,4.1,465.0,False
929,ملعب امانة الحفر,ملعب امانة الحفر,outdoor_pitch,28.3986771,45.9139614,hafar_al_batin,eastern_region,Eastern Region,4.1,19.0,False
930,ملعب فريق الاختيار,ملعب فريق الاختيار,outdoor_pitch,28.3871527,45.9391661,hafar_al_batin,eastern_region,Eastern Region,4.8,4.0,False
931,بادل دوز | PADEL DOSE,بادل دوز | PADEL DOSE,football_venue,28.3783256,46.0040658,hafar_al_batin,eastern_region,Eastern Region,4.6,75.0,False
932,ملعب دوري الابطال2,ملعب دوري الابطال2,outdoor_pitch,28.4347373,45.9313671,hafar_al_batin,eastern_region,Eastern Region,5.0,3.0,False
933,ملعب المبارك,ملعب المبارك,outdoor_pitch,28.4084551,45.9397516,hafar_al_batin,eastern_region,Eastern Region,4.2,90.0,False
934,ملعب درة الباطن,ملعب درة الباطن,outdoor_pitch,28.4573019,46.0078913,hafar_al_batin,eastern_region,Eastern Region,3.4,50.0,False
935,ملعب صدى الملاعب,ملعب صدى الملاعب,stadium,28.4435608,45.9183159,hafar_al_batin,eastern_region,Eastern Region,3.6,42.0,False
936,أكاديمية السيلساو لكرة القدم,أكاديمية السيلساو لكرة القدم,football_academy,28.4341501,45.9324882,hafar_al_batin,eastern_region,Eastern Region,1.0,1.0,False
937,اكاديمية لشبونة لكرة القدمية الهدف الرياضي,اكاديمية لشبونة لكرة القدمية الهدف الرياضي,football_venue,28.4089413,45.9396144,hafar_al_batin,eastern_region,Eastern Region,5.0,2.0,False
938,أكاديمية النجم الرياضية,أكاديمية النجم الرياضية,football_academy,28.4343065,45.9326537,hafar_al_batin,eastern_region,Eastern Region,4.3,6.0,False
939,أكاديمية المحترف,أكاديمية المحترف,football_academy,28.4065685,45.9289851,hafar_al_batin,eastern_region,Eastern Region,4.4,16.0,False
940,أكاديمية R2 الرياضية,أكاديمية R2 الرياضية,football_academy,28.4110734,45.9535334,hafar_al_batin,eastern_region,Eastern Region,5.0,7.0,False
941,أكاديمية,أكاديمية,football_academy,28.4096715,45.9352052,hafar_al_batin,eastern_region,Eastern Region,5.0,3.0,False
942,ملعب تدريب فريق الأمجاد لكرة القدم,ملعب تدريب فريق الأمجاد لكرة القدم,outdoor_pitch,28.4573814,45.9819222,hafar_al_batin,eastern_region,Eastern Region,3.1,11.0,False
943,اكاديمية البطل,اكاديمية البطل,football_venue,28.4341274,45.9329998,hafar_al_batin,eastern_region,Eastern Region,3.8,4.0,False
