id,name_en,name_ar,facility_type,latitude,longitude,city_id,region_id,region_name_en,google_rating,google_reviews_count,is_saff_accredited
944,مركز تمرين الرياضي,مركز تمرين الرياضي,sports_complex,28.4009312,45.9828995,hafar_al_batin,eastern_region,Eastern Region,4.5,1153.0,False
945,نادي الحي الترفيهي التعليمي بمركز النشاط الطلابي,نادي الحي الترفيهي التعليمي بمركز النشاط الطلابي,football_club,28.4276136,45.9727567,hafar_al_batin,eastern_region,Eastern Region,4.9,17.0,False
946,مركز وقت إضافي الرياضي,مركز وقت إضافي الرياضي,sports_complex,28.3990423,45.9856145,hafar_al_batin,eastern_region,Eastern Region,3.8,222.0,False
947,مركز أبطال المملكة الرياضي,مركز أبطال المملكة الرياضي,sports_complex,28.3960377,45.9711051,hafar_al_batin,eastern_region,Eastern Region,4.0,143.0,False
948,جوهرة اللياقة للرياضة النسائيه,جوهرة اللياقة للرياضة النسائيه,football_venue,28.4072898,45.9607913,hafar_al_batin,eastern_region,Eastern Region,4.2,364.0,False
949,نادي الباطن السعودي,نادي الباطن السعودي,football_club,28.4484456,46.0746666,hafar_al_batin,eastern_region,Eastern Region,4.1,395.0,False
950,بودي ماسترز - حفرالباطن,بودي ماسترز - حفرالباطن,football_venue,28.392302,45.964252,hafar_al_batin,eastern_region,Eastern Region,4.0,599.0,False
951,ملعب تدريب فريق الأمجاد لكرة القدم,ملعب تدريب فريق الأمجاد لكرة القدم,outdoor_pitch,28.4545048,45.982697,hafar_al_batin,eastern_region,Eastern Region,3.7,3.0,False
952,نادي سنام الرياضي ، sanam gym,نادي سنام الرياضي ، sanam gym,football_club,28.4321917,45.9758386,hafar_al_batin,eastern_region,Eastern Region,3.8,5.0,False
953,كول بادل cool padel,كول بادل cool padel,football_venue,28.4174479,45.9331983,hafar_al_batin,eastern_region,Eastern Region,4.7,56.0,False
954,ملعب الربوة,ملعب الربوة,outdoor_pitch,28.406721,45.9290367,hafar_al_batin,eastern_region,Eastern Region,4.0,23.0,False
955,ملعب ادارة التعليم بحفر الباطن,ملعب ادارة التعليم بحفر الباطن,outdoor_pitch,28.4405155,46.0561836,hafar_al_batin,eastern_region,Eastern Region,3.1,12.0,False
956,متجر برشلونة فرع حفرالباطن,متجر برشلونة فرع حفرالباطن,football_venue,28.4100049,45.9561414,hafar_al_batin,eastern_region,Eastern Region,3.9,111.0,False
957,نادي مدينة القوة الرياضي ( جيم _ GYM),نادي مدينة القوة الرياضي ( جيم _ GYM),football_club,28.4226477,45.9726786,hafar_al_batin,eastern_region,Eastern Region,4.6,37.0,False
958,سبورت FB,سبورت FB,football_venue,28.4145724,45.9719014,hafar_al_batin,eastern_region,Eastern Region,4.5,15.0,False
959,نادي فتنس تارقت النسائي - Fitness Target Ladies Gym - هدف اللياقة,نادي فتنس تارقت النسائي - Fitness Target Ladies Gym - هدف اللياقة,football_club,28.4060842,45.9555182,hafar_al_batin,eastern_region,Eastern Region,4.4,524.0,False
960,Fitness Time Pro | وقت اللياقة برو,Fitness Time Pro | وقت اللياقة برو,football_venue,28.389697,45.985178,hafar_al_batin,eastern_region,Eastern Region,4.3,768.0,False
961,صدى الملاعب للملابس الرياضيه,صدى الملاعب للملابس الرياضيه,football_venue,28.4106078,45.9768466,hafar_al_batin,eastern_region,Eastern Region,3.7,40.0,False
962,FIVE’S5 - فايفز,FIVE’S5 - فايفز,football_venue,28.4017612,45.9656234,hafar_al_batin,eastern_region,Eastern Region,4.7,39.0,False
963,Go Padel | قو بادل,Go Padel | قو بادل,football_venue,28.4191024,45.9941781,hafar_al_batin,eastern_region,Eastern Region,4.2,35.0,False
964,بادل كابيتل Padel capital,بادل كابيتل Padel capital,football_venue,28.4113556,45.9772893,hafar_al_batin,eastern_region,Eastern Region,4.5,24.0,False
965,padel break,padel break,football_venue,28.4112371,45.9259388,hafar_al_batin,eastern_region,Eastern Region,4.2,22.0,False
966,ملعب ارينا الجبيل,ملعب ارينا الجبيل,outdoor_pitch,26.9927552,49.6262645,jubail,eastern_region,Eastern Region,4.4,251.0,False
967,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,27.010971,49.6557918,jubail,eastern_region,Eastern Region,5.0,4.0,False
1976,الملعب,الملعب,outdoor_pitch,29.855707,40.2137224,sakaka,al-jouf_region,Al-Jouf,5.0,2.0,False
968,ملعب كُرة قدم,ملعب كُرة قدم,outdoor_pitch,26.9973074,49.6636976,jubail,eastern_region,Eastern Region,4.7,6.0,False
969,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,27.1621495,49.5719071,jubail,eastern_region,Eastern Region,4.7,18.0,False
970,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,26.9674943,49.6763265,jubail,eastern_region,Eastern Region,4.0,17.0,False
971,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,26.9655669,49.6820996,jubail,eastern_region,Eastern Region,4.4,22.0,False
972,ملعب البري بالجبيل,ملعب البري بالجبيل,outdoor_pitch,26.9546267,49.6398675,jubail,eastern_region,Eastern Region,4.1,75.0,False
973,"football ground in jubail (ملعب كرة القدم),jubail","football ground in jubail (ملعب كرة القدم),jubail",outdoor_pitch,26.9543189,49.6438034,jubail,eastern_region,Eastern Region,3.0,1.0,False
974,ملاعب الخنيني,ملاعب الخنيني,football_venue,26.9946797,49.6239258,jubail,eastern_region,Eastern Region,4.1,226.0,False
975,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,27.1355101,49.5540252,jubail,eastern_region,Eastern Region,4.5,12.0,False
976,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,26.9677692,49.6771653,jubail,eastern_region,Eastern Region,3.9,9.0,False
977,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,26.9501907,49.6944468,jubail,eastern_region,Eastern Region,3.0,5.0,False
978,ملعب هاتريك لكرة قدم,ملعب هاتريك لكرة قدم,outdoor_pitch,27.0996221,49.5740726,jubail,eastern_region,Eastern Region,4.3,19.0,False
979,ملاعب الجبيل التشامبيونز,ملاعب الجبيل التشامبيونز,football_venue,26.8957742,49.7365607,jubail,eastern_region,Eastern Region,3.8,51.0,False
980,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,26.9292936,49.7274685,jubail,eastern_region,Eastern Region,3.8,13.0,False
981,Zhf Stadium Jubail,Zhf Stadium Jubail,stadium,27.0042986,49.6252502,jubail,eastern_region,Eastern Region,3.7,3.0,False
982,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,26.9138725,49.7571276,jubail,eastern_region,Eastern Region,3.8,17.0,False
983,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,26.9035658,49.7556686,jubail,eastern_region,Eastern Region,3.9,33.0,False
984,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,26.9348327,49.7187748,jubail,eastern_region,Eastern Region,5.0,5.0,False
985,ملعب كرة قدم,ملعب كرة قدم,outdoor_pitch,27.1715775,49.5751666,jubail,eastern_region,Eastern Region,4.7,3.0,False
986,King Abdul Aziz Football Stadium,King Abdul Aziz Football Stadium,stadium,26.9343653,49.7179142,jubail,eastern_region,Eastern Region,4.0,21.0,False
987,اكاديمية الابطال الدوليين الرياضية international champions sports Academy,اكاديمية الابطال الدوليين الرياضية international champions sports Academy,football_academy,27.0011462,49.6495312,jubail,eastern_region,Eastern Region,4.7,206.0,False
988,نادي الجبيل الرياضي,نادي الجبيل الرياضي,football_club,26.9944914,49.6565591,jubail,eastern_region,Eastern Region,4.2,197.0,False
989,مركز الحزام الدولي الرياضي,مركز الحزام الدولي الرياضي,sports_complex,26.9915919,49.6529658,jubail,eastern_region,Eastern Region,5.0,2.0,False
990,Alfalah Sports Arena,Alfalah Sports Arena,football_venue,26.9567001,49.6430027,jubail,eastern_region,Eastern Region,4.3,23.0,False
